text,original_text,label
What color combination of black and green/purple does this user like?,@user ohh i love green and purple.. and BLACK!,1
Treat yourself to some drinkable beverages.,eat it caps.  3-2,1
"Ken, I'm currently in the process of checking in and checking out. Will be available for you tomorrow if you need anything quickly.",@user Hi Ken ... checking in quickly and checking back out. Will be around all day tomorrow tho if u need something,1
Is your plan deemed successful?,"Plan, successful?",1
lol I can see what you did there.,@user lol. I see what you did there.,1
"While sitting on my couch, I'm not sure what you're referring to...",@user not sure what youre talking about...im not on a ferris wheel im on my couch!,1
"I'm sorry, but let me clarify.",Ok i mean this with no disrespect........ FUCK THAT!,1
You're halting.,You shutting up.   Jk,1
The prom at the Walnut High School was attended by Rebecca.,At the walnut high school prom with becca,1
"Watching George Lopez. I went to my school and played some basketball. It was a lovely, sunny day today!",Watching George Lopez. Went to my school and played some basketball. Today was pretty nice. And HOT!,1
Looking for some entertainment options in Vegas. Any recommendations?,Thinking of what I should do in Vegas??? Any good ideas or places that are a most see!??,1
"Initiating a short nap, hitting the gym, and working on tasks before kids arrive home.","takin short nap, gym and work before kids come back home tonite",1
If you looked at @user.,@user I would notice...,1
"I think a 10 year younger man isn't too far off, it depends on his intelligence and ability to converse and do other things.","@user i would say 10 years younger is not too young, but he would have to be intelligent, good convo skills and other skills",1
"Despite being shot on a large screen at 1828x1556 and blown up to 4096, it appears that the ST is not an authentic IMAX film.","@user i've heard that ST isn't true imax- shot at 1828x1556 and blown up to 4096, still- nice big screen!",1
How much is @user's email address?,@user how much?,1
"I can't stop thinking about these deep fried Mars bars, it's like being up in the dead of night with chocolate on every swallow.",deep fried mars bars! Nice..me like  awake cant sleep..chocolate overload!,1
"""Selos' is the term I hear. Am I being too unintelligent? What am I doing wrong?""","@user i smell 'selos'. hihi  kidding. Uh, tsokay i guess. ;;) Pero diba.. FAITHFUL .. LOYAL.. )",1
The user is @user?,@user,1
Can someone recommend a 45 movie with wide eyes that I can watch alone without disturbing me?,eyes wide shut is one of the weirder movies ive seen. any1 wanna sell me their.45?  just so i can sleep in my apt by myself,1
"I'm not sure how to handle the heat, so let me know if you have any other ideas.","@user rub it in now...I had 2 do mine the old fashioned way, &amp; in the heat LOL  Yea U have no excuses so tom grab that beer &amp;.....",1
"Although @user didn't say that he likes you, it was implied that they had similar feelings for me.","@user That's not what @user said  I like you, too, though. @user is going steady with @user though.....",1
Drinking a margarita makes me feel uninterested. What's the best course of action?,chillin bored drinking a margarita. txt me,1
The visit to EK nao will result in meeting bloggers instead of Makati http://www.youtube.com/?,going to EK nao... will meet bloggers there instead of Makati  http,1
My preference for Star Wars makes me feel like I'm going off on a date with the same movie series as you.,@user it's ok because one of my favorite movie series is Star Wars. That makes me more of a dork than you,1
I'm clean-seen,I'm clean,1
"For 5 days, @user",@user  5 days,1
"A big bowl of cereal will fix the issue, @user hun,",@user haha breakfast will fix that  w/ a large cwoffee,1
"The 100th episode of LOST featured a cake made in the style of Ace of Cakes, which I recently watched.",just finished watching Ace of Cakes where they showed how they made the cake for the 100th episode of LOST,1
@user boa nooite,@user boa nooite,1
"Are you currently subscribed to my YouTube channel as a ""sure follower""?",@user sure ill follow you hun  ohh thank you are you a subscriber on my youtube?,1
It's been ages since I got to sit at the bbq just in front of the food.,oooh yeaah fooood time I've found my seat at this bbq right in front of the food  hahaa,1
0,0,1
Came to rest on the beach...,took a nap at the beach...,1
Some individuals' children.,@user  Some peoples kids..,1
"I'm considering relocating to England! First, let's go to the toilet. My plan is to head over to my caddy, which will be great because of my accent.","i wanna move to england! &quot;ello, i must go to the loo. i will head to my caddy,yes.&quot; gahaha and the awesome accent.",1
"If you're like me, I can count on you to deliver on that one sentence.","@user If y'all say so, I trust you on that one",1
"Yes, it's true because I haven't worn jeans for a while.",@user Yes because I haven't worn jeans in ages,1
Just before the rains arrived back in NY.,Back from NY...just ahead of the rain.,1
"I wrote an article on my blog a while back, and it's here.",@user Yes - it's an article I wrote on my blog a while ago.,1
"The truth is too good to be true, LOL!",@user LOL!  Too true,1
"@user, I agree with you but what prompted you to make the change?","@user yes, I do  but why did you change?",1
"@user oh good, I'll take it?",@user yea.. I will    haha,1
Thanks for the insight @user.,@user That's interesting to know... thanks,1
Was a camera whore with Palina for several hours.,spent a few hours being a camera whore with palina,1
"I urge you, @user, to come and bring me to Kelslaws' house.",@user you should totally come get me and bring me to kelslaws house with you.,1
"Good night Rob, hope everyone is having a good rest and safe travels tomorrow!","@user Good night, Rob. Sleep well. Safe travels tomorrow!",1
Just finished watching He's Just Not That Into You and thoroughly enjoyed it.,Just finished watching He's Just Not That Into You.  Loved it.,1
Anyone who has a sticker will be tracked by me.,@user I'll follow anyone who is a sticker for usage.,1
I'm so glad to see all my new followers today!,Hello to all my new followers..    say hi @ me so i can say its nice to meet you too!,1
How exciting is it to hear from @user FOR REAL?,@user FOR REAL!  Isn't it exciting!!!!,1
"The answer was yes, as indicated by @user.","@user yes, yes it was",1
Is the team ranked sixth in the regional rankings?,is #6 seed in regionals!!,1
"Would you consider dating a fan, Dfizzy?",Dfizzy if you ever read this Uh i got one question for you ^^ Would you ever date a fan?  Lmao!,1
"You're currently on Twitter, @user.",@user That's Twitter for you.,1
Keeping me company by texting and babysitting.,Babysitting. Text me and keep me company,1
"I think you are serious. We got a draw for Chicago fire 5 times straight. The good news is that they're not losing, but we need to win soon.","wow are you serious, another draw for the chicago fire, that's 5 in a row. well at least they're not losing game but we need a win soon",1
"I was looking forward to having dinner with the Homies. T.G.I Fridays takout, we made it there.","bout to have dinner with the Homies. T.G.I Fridays takout, headed bak to the spot.",1
"Letitia seems to be attempting to upload the digital file, as there have been issues before. She will definitely inform us.","@user I think Letitia is still trying to upload the digital, they were having problems before. I am sure she will let us know",1
"Welcome to the last two years of Flyers for fans, @user.",@user welcome to the last two years for Flyers fans,1
Stay awake and catch some rest as I have many important women to see for Mothers Day tomorrow! PS- Happy BOO BEAR from midnight tonight!,"Going to bed early... got a lot of important women to visit for Mothers Day tomorrow! PS- As of midnight tonight, HAPPY BDAY BOO BEAR!",1
The user can follow me on Twitter and Facebook.,@user Follow Me,1
It seems fitting to be watching Oceans 11 in Vegas.,Watching Oceans 11 in Vegas - seems so appropriate,1
My Best Friend and I are going to the grocery store together.,Going to the grocery store with my Best Friend,1
"Thank you, @TFARP (takes a moment to translate and nods)! I hope you enjoy your stay here as well.","@user #TFARP *takes a moment to translate, then nods* You're quite welcome.  Also, dear, it's probably best if you stay here again-",1
"I'm considering driving through Chi-town on my way to Colorado, and I might find myself with one.",@user eh...I might drive through Chi-town on my way to Colorado....maybe I'll get one then.,1
I recently added more music and videos to my iPod.,just downloaded more music and videos on my ipod.,1
"Is it true that the human society is loved by people, or is it not?",@user dont ya know? people love the human society,1
Found out today that I will be an uncle.,Found out earlier today that I'm going to be an Uncle,1
Just chillin'.,just doin some jammin,1
"If you add in your egg and leftover meat, that's fine.",@user  That's alright. Add your egg and maybe some sort of leftover meat and it's not so bad &lt;3,1
"Hi Divya. I appreciate your response, but I'm not convinced that the renaming issue will be resolved. Can you provide any feedback before it becomes impossible?","@user Divya, thnx a lot. Bt IMO it won't resolve the renaming prob? Let me know.  Now if only #apple would act upon my feedback.",1
I'm excited to hear that you're competing in your first tournament soon. KSN has noted that there is still time for practice.,"@user Glad to hear you'll have your 1st tournament soon. As KSN says, &quot;We need more practice!&quot;",1
It appears that I am not a paid employee.,@user I'm real,1
I'm not interested in taking the stage.,i wanna b maliks from taking the stage,1
I'm about to hit the comedy club and listen to some Q-Tip Who's on iChat or Skype. Would you mind sharing your outfit suggestions with me?,Getting ready to go to the comedy club and listening to some Q-Tip  Who's on iChat or Skype right now? I need an outfit critique,1
Is @user merely trying to make you feel like they are there for you?,@user just trying to make you feel at home?,1
"I'm excited to share it with @user, and I believe they will gain valuable insights and assist me in promoting cubicle-freeness!",@user can't wait to crack it open and no doubt will learn from it as well as support my evangelizing cubicle-freedom-ness!,1
"Thank you a lot, @user!",@user You're welcome... and you're welcome!,1
"I'm curious if you have any additional information about your graduation. My mom may be willing to send me to CP, should you so choose to?","@user Hey did you get any more info about your graduation? And I think my mom's gonna let me go to CP, if you guys still wanna go!",1
Are you enjoying the new jonas brothers song?,Is listening to the new jonas brothers song,1
Happy Mother's Day to all the mothers out there!,happy mother's day to all mothers out there!!,1
"Bamboo: Hey there, bmw?",@user  hey hey hey b,1
"Today was an interesting day, to say the least.",@user It's been interesting today... to say the least. Overall a good day,1
The user is @user?,@user,1
"My appearance is considered attractive and people are interested in food, but I'm not.","&quot;They say I look yummy &amp; they want a taste, but I'm a human not a sandwich.&quot; LMFAO makes me",1
"As a handsome man, I'll be more than happy to add/follow you.",if you are a cute guy add/follow me  i'll do the same,1
"Flordia and @user, where do you send the pictures of the lions? I noticed you on Facebook.",flordia- and @user where do u send in the pictures of the shrits? saw ur update on facebook,1
"Getting ready to sleep and running a 5k run for mothers day, I wish you all the best!",i am on aim getting ready to go to bed. running a 5k tommorow for mothers day. wish me luck!,1
It's my opinion that you should share this with Hannah.,@user i think you should do it with hannah,1
I am experiencing a surge of emotions.,i have a buzz,1
Achan positioned on the metro station.,@ metro with achan,1
I'm not sure what to make out next.,@user &quot;coomee to ja-maiii-cah an feel alllll right!!&quot; hahaha,1
"I'm curious about what you're painting now, Ruby. Can you provide some insight into the topic at hand?","@user hi ruby, u said u were painting yesterday (i think, lose track of time) what are you painting? can we know the concept/subject?",1
Embrace your ass in the audiotistic device.,@user audiotistic! sneak your little butt in,1
"Mo Williams, Williams, and Samantha are all in this together.",Mo williamssssss,1
"Yesterday, I went to bed at 2am.",I slept at 2am yesterday,1
@user is more inclined to watch SNL for Ciara than Justin Timberfake.,@user more interested in watching SNL for Ciara than Justin Timberfake,1
"Tiffany is already ten minutes late, reads flowers in the attic, indulges her late breakfast at Starbucks, and wakes up in Vegas.",1.Tiffany is already ten minutes late 2.Reading Flowers in the Attic 3.Late breakfast at Starbucks 4.Listening to Waking up in Vegas,1
"The best wishes to all my FFs, everyone!",@user @user @user @user @user @user Thank you for the FFs my friends!,1
"Although I hail from Seattle, I have relocated to various southern states and am currently residing here.","@user I'm originally from Seattle, I've just lived everywhere else, including Many places in the south",1
"WOO, I was aware that I could easily change your username to @user and find the interface much more user-friendlier than TinyTwitter.","@user WOO, I knew I could convert you to @user  I think the UI is way more friendly compared to TinyTwitter.",1
Taking it easy:,Relaxing,1
"She can make a man's dreams come true at night and turn pancakes into breakfast the next day, according to @user!","@user she can rock a guy's world at night, then make him pancakes the next morning!",1
Can you provide me with the code @user?,@user I need a code,1
"The amazing 8-Track adaptor, wow!",@user Ahhhh....  The the wonderful 8-Track adaptor.,1
"It's possible that you look innocent, @user.",@user maybe cause you look so innocent,1
"At least until 10pm tonight, the International Space Station will orbit around most of Texas.","10pm tonight, International Space Station will by over head, through most of Texas at least",1
"I am unsure of the location, but will be spending time with Taylor, David, Jacob, Chris, and my sister.","Going to i don't know where with taylor,dolton,jacob, chris and my sister.",1
Can you provide me with the username and photo?,"@user pic, please.",1
The eyes of @user are on you.,@user thinking about you  http,1
"I have my own cups, but you must come and get them.",@user I've got cups but you gotta come get them,1
The performances of Ryan Cabrera and Josh Kelley are outstanding.,Search Ryan Cabrera &amp; Josh Kelley  They're really good,1
Looking for a cost-effective WordPress theme? Let me help you out!,Need a wordpress template designed? contact me and i can design a theme for you cheap,1
"SharonP, the user who tweeted me...",@user Tis me SharonP...,1
PlayingforChange.com is the official website for the international version of Stand By Me.,International Version of Stand By Me http PlayingforChange.com,1
Please make sure to follow @user by following this URL.,@user follow me please!,1
"State pride is a must for you, haha.",@user Haha and you should! State pride is important,1
"I'll attempt to find out when they do it again and capture the footage, @user.","@user I'll try and find when they do it again, film it.",1
I'm in agreement with Alissa.,I'm with Alissa,1
Is it possible for you to join us with Eric?,Take me with u eric,1
"The accounts of @user are interesting, particularly Mandy who is always very PC-oriented and her partner is a monk.",@user interesting to see the differing accounts. mandy is always VERY pc in all her accounts. her robbie is a monk!,1
I predict that the pres would be apprehensive about you potentially fouling him.,@user I would think the pres would be afraid you'd Pun'k him,1
"It's true, @user.",@user that is the truth.,1
"I'm only 16 years old, but you should be aware of this.",@user im 16 too,1
I was told by @user that they're getting back together for another album.,@user they're getting back together for one more album.. or so i heard.,1
Prank calls,Prank calls,1
"Browsing you, @user.",@user And you as well bro,1
"Today, I went to the store and saw James Carville with a bald head.",Saw James carville in the store today. His head is really that bald,1
What is your old rotary phone?,@user What phone do you have -- an old rotary?,1
"I was really impressed! Let's get it under their wing and drive it, as long as they have confidence in us.",@user oh yes! I was amazed! It was so nice! Next we can go drive it! That's if they trust us! Haha,1
These girls have me bobbing in amazement! Godda plans to go out for dinner at the bbq shortly.,These girls make me giggle  twinz twinz! Godda hit up the bbq in a few,1
HAHA You have to be present to hear me out: lao mein and spanikopita?,lao mein and spanikopita HAHA you would have to be here to know,1
@user http - Leon looks like a small fly on the mini sofa.,@user http - leon looks supa' fly on that mini couch,1
Has a slight intoxication emanating from the epoxy paint.,has a little buzz from the epoxy paint,1
"If you pay for my reactivation, I'll assist you.",@user I'll help if you pay for my reactivation,1
"Thanks for your support, @user.",@user Thanks For The Follow.,1
Watch the haul video today!,haul video coming up!,1
"It seems like @user is functioning properly, so I'll consider tweeting it to them.","@user Should work fine, as far as I know. *shrug*   Maybe send a tweet to @user",1
"Played the ball at the park, taught a child basic skills, and then went home to enjoy steak and lobster.","Played ball at the park, coached a youngster on fundamentals.. Goin home to steak and lobster.. Word up",1
Spending time with Ambyrinth.,hanging out with ambyr,1
"Does the @user have an explanation for his behavior, even if he doesn't?",@user hhaha kewl dude!!  but if u dont know &amp; he does have a reason well thats another story mhmhmh...does he?,1
"I'm still in shock because of the awesomeness of NEWJABBAKIDZ, especially with their masks. I can't believe how much fun it was and I could hear you on the computer screen.",@user BTW I STILL can't believe how Awesome the NEWJABBAKIDZ performance was...U in the masks..I screamed at my pc,1
Have a hectic day ahead before hitting the road!,goin to sleep busy day tmrw!,1
Greeting my cat!,@user my cat!!,1
The spotlight has been redone on @user Joe.,@user Joe just put a new bulb in my spotlight,1
Enjoyed a prolonged and enjoyable sleep.,has had a nice long nap  http,1
Come back home after hanging out with Herman.,Gettin home frm hangin with Herman,1
Observing the dance activity of Laura's nephew.,watching laura's nephew dance,1
"My mom is the best in the world, and I adore her deeply.","@user I love my mom, she's the best mom on the planet",1
Muahaz is in a strange state.,"now, in a weird mood  muahaz",1
"This week, I've been dining at Halu for the second time!",At Halu for dinner... Second time this week!!,1
"The topic of discussion is philos-ophy, which means ""love of wisdom."" Can you provide a way for me to interrogate this in depth?","@user C'mon, we're talking about philos-ophy - the love of wisdom.   I need a &quot;mat&quot; - a context to intersubjectively &quot;ground&quot; it.",1
"@user, I've spotted those. I include them in my LJ post.",@user I've seen those already. I link them in my lj post.,1
Rox was entertained. Amii and Bailey are present in the picture.,Rox was funn . Amii and Bailey are here,1
The couch is where PeeWee is currently sleeping.,PeeWee is napping on the couch.  http,1
Her MOM has left her deeply grateful.,so very thankful for her MOM,1
"Just recently, I updated my iPod.",just got up and updated my ipod,1
Is it possible for you to make a coffee machine?,@user can you make me a coffeeee?,1
Hii?,@user Hii,1
"Upon arriving home, I realized that I had left mine in your fridge - feel free to bring it along.",@user I realised when I got home that I left mine in your fridge - you're welcome to have it if you like.,1
Warm amazake and soy milk combined with cocoa powder and agave as the ingredients.,Is warm soy milk and amazake with cocoa powder and agave,1
"Have a great weekend, friends!",good weekend,1
I must make it clear to you that I have to give my consent.,@user i will HAVE to agree w/ u,1
In the presence of Matt.,With matt.,1
Make a request at 11:11.,11:11 make a wish,1
"It would be great if Patrick could greet him here, @user http!",@user http - Patrick should come here and say hi!,1
I find it amusing how a sale at coach and bath &amp; bod can brighten up my day! Can someone be blamed for being unable to shop?,Funny how hittin a sale at coach and bath &amp; bod works makes my day that much better! Shopaholic? Guilty.,1
"I think she was, @Lol. I agree with you on this blog post as well.",@user Lol yes she was.  I totally agree with your blog as well!,1
My page...prom dress is almost ready after the completion of my layout.,working on a layout 4 my page....prom dress is almost done,1
"Greetings everyone, I'm off to enjoy tonight.",I'm off for tonight good night everyone,1
"At 11:11, what is your wish?",Its 11:11...make a wish!,1
God's goodness is undeniable!,God is so good!!,1
"It's only a matter of time, as two hours ago in Ottawa and now just 2 minutes later in the same city, both times are equivalent.","@user i wish, 2:55 i Corning NY 2:56 in Ottawa and 2:53 in Corning NY a few years later... its only a matter of time",1
"After breakfast, head back to Clemson.",to atl in the morning then back to Clemson,1
What is the name of these individuals?,@user what are these ones called?   http,1
I left the radioboxer show. Santa is a saint.,leaving radioboxer show. santos is a saint,1
The mom's super power - guilt. @user,@user Aha the mom super power - guilt,1
"I'm curious, eBay. Hey, did you see any of this while you were online?","@user Lol, eBay? You laugh now...juuuuuust wait.",1
You are aware of your face.,So's your face,1
"Despite your tendency to sink, you still maintain an attractive appearance.","@user yeah u do suck, but....... every 1 can't suck &amp; still look BEAUTIFUL like u do",1
"Hey David, great to see you here!","@user hey david, you're hot",1
My boyfriend has just bought me tickets to the American Idol.,my boyfriend just bought me tickets to american idol,1
"Despite the improved appearance, I prefer to label the tops with Latin names and use that as my access point instead of turning them.","@user nah, they look better  but i label the tops with the latin names and only access them that way... no need to turn anything!",1
"I have had my longest day ever! Upon reaching sleep, with plans to travel to the beach tomorrow.",today has been the longest day EVER! going to sleep.. beach bound tomorrow  good night twitter,1
The individual you are currently with is your current user.,@user the one you have now,1
At the house's rear garden.,at the yard house,1
"The Pinball Wizard is Welly, the user. #Canadians cheer on their team.",@user Welly's the Pinball Wizard.  #canucks,1
"It's going to be awesome once I get my wallet out of my clunky hands! Thanks, sweetie!",@user - thanks!  it'll be great    ... and even better as soon as I get that wallet in my grubby little hands!  lol,1
The user is @user?,@user,1
The fourth Harry Potter movie is currently being watched by a particular user.,@user I'm watching the 4th harry potter movieee,1
Thank you to @user for your support.,@user thanks to follow,1
Whip it if you don't have the time.,@user man if you gotta whip it you gotta whip it.,1
"Taylor, it's great to see someone using Twitter to spread the Hayley Love. Thanks for reaching out, and good luck.","@user , finally, someone spreading the Hayley Love via Twitter. Welcome to the club, Taylor.",1
"A great B-movie that features Starship Troopers, cool guy!",Good B-movie... Starship Troopers is cool! Citizen,1
SJ. returns to Cinelux on Almaden for tonight's Star Trek screening at 9:45pm.,Back in SJ. Star Trek tonight at 9:45pm at Cinelux on Almaden.,1
"Nice clutch, @user",@user nice clutch,1
Seeing a film with Sam.,Watching a movie with sam,1
"Chris, I was in the AI line in March, but you and I didn't make it...haha I know what happened to you...?",@user Hey Chris...met you in the AI line back in March when neither of us got in...haha  I'm sure you don't remember...what's up?,1
"The rhythms of babies are still synced with their fetal development, as demonstrated by @user.",@user That's just how babies are  Their little rhythms are still in sinc with when they were inutero.,1
Phoned up by mother http.,On the phone to mum  http,1
Joining in bingo games with my mom and other elderly ladies.,Playing bingo with my mom and other old ladies,1
Does another purse belong to you? I'm interested in seeing pictures.,@user another purse? Need to see photos.,1
"The quote from @user is excellent, keep it up!",@user nice quote as always!,1
I'm not holding back. Just trying to get by and fulfill my aspirations while also ruling the world. Putting some money aside for a super hero costume.,@user I'm not too bad. Just trying to get by so I can live the dream AND rule the world.   Saving up for a super hero costume.,1
The person who follows me is also known as @user.,@user @user They follow my,1
"Hey girl, how are you doing? Did you hear about my BIG interview?",@user hey girl  How you doin? Did ya hear my BIG interview? http,1
Facebook message* reaches @user *points.,@user *points at Facebook message*,1
"Happy Mother's Day to you, @user.","Happy Mother's Day, @user",1
Are the females developing retarded abilities?,with thee ladies getting retarded,1
The person who follows me is known as @user.,@user @user They follow me,1
Keep your smile shining brightly - http://www.facebook.com/?,Don't hide your smiles  - http,1
Diane nudged me just now.,Just got nudged by Diane.,1
Our discussion with @user today turned out to be a blur.,@user we already discussed this today but yeaaaaaah,1
"Greetings! I'm new to C++, but I found TTS at IBM works great.",@user nice! no idea about C++. try IBM's TTS works great IMO.,1
Viewing JT on SNL.,Watching JT on SNL,1
OM NOM NUM NICE TO YOU!,Om Nom Nom RICE PUDDING!,1
"Planning a trip to Boston next month, but need additional motivation to save the money. My daughter is excited to go with me, and it costs twice as much as my other half.","Want: Trip to Boston next month. Need: Addit'l motivation to save the $ to do so.  Beloved daughter wants to go with, which = 2x the $.",1
My new Twitter profile has attracted my admiration as well as my two favorite characters...Wichita and Kraussey.,loves my new twitter background...my two heros...wichita and kraussey!  haha,1
Just a quick message from the club: I tweeted you!,just sending a twitter from the club! i twittered u,1
"How can I make the most of ""frenchieb-day"" and ""real""?",#frenchieb-day #frenchieb-day #frenchieb-day #frenchieb-day #frenchieb-day #frenchieb-day #frenchieb-day #frenchieb-day #frenchieb-day,1
"Thanks for following me on Facebook, I was not present at their time.",@user I do now. thanks for turning me on to them. I follow them on fb but was not here.,1
Viewing @user's activity on SNL.,watching @user on SNL,1
"I'm done with my SNL sex life with #JustinTimberlake, my vanilla BF, and @user, but there's no homo involved.","Ok I'm done...  SNL time with #JustinTimberlake my vanilla BF, and @user my girl crush, no homo lol",1
I just found out that you can be apprehended for causing harm. That's a good thing.,Just realized you can get arrested for public disturbance. oh well i'll take my chances.,1
"I think it's a good point, @user.","@user yeah, now ranga makes sense",1
"I'm using the name Laqueshaa for my Skype, but I feel like everyone else is saying the same and I don't have much personal space.",my skype is - laqueshaa (just cuz everyone else is saying theirs  and i'm such a loner D,1
"Whenever you press the ENTER key, @user http - Mishaaaiasa!",@user http - Mishaaaaaaaa!!!,1
Hi @user sti good?,@user sti's doin' just fine  how bout you?,1
"I had a good time today with Christian Bale, and when I told him that he's no longer my guy crush, I'll be sharing my humorous interview soon.","I made Christian Bale laugh today...I told him he's not my man-crush anymore   I'll post my fun interview with him very, very soon!",1
Haha. I'm off to find some entertainment with that one. :),@user haha. Okay.  have fun with that. Haha.,1
"After sleeping, Aaron and Robin took Aaron to Sunnys where they had a good time hanging out.",Going to bed. Hung out w. Aaron and Robin then took Aaron to Sunnys.,1
What are some good options for ordering from Nice One?,@user nice one  what do you suggest I order there?,1
Happy Mother's Day to all mothers worldwide!,happy mother's day to all moms in the planet!,1
Would it be possible for me to become a member of the TwitClub?,@user i wanna join the twit Club......,1
Getting ready to sleep. Good morning!,Going to bed. Goodnight!  x,1
"If you happen to be at my school on May 29th, Terrence, please join us for our talent show.",@user heyy terrence u should come to my school on May 29th for our talent show,1
@user V?a c12n m?c 800/day t?i,@user V?a cï¿½n m?c 800/day t?i qua,1
"We're not expecting anyone to feel offended if you don't, sweetie.","@user Sweetie, if you refuse to offend, who will?  We expect it -- nay, we count on it.",1
The text has been received by @user - please let me know when you need me.,@user got the txt - holla when ya need me,1
"It was at that moment when I thought of it, and now it has become part of my family lexicon.",@user --that came to my mind. So I said it. And it has now been adapted into my family's vocabulary,1
Twister has returned after 11 months.,after 11 months....back to twitter again,1
Exhibers to both @user and @utilisateur.,shouts out to @user and @user,1
"In the vicinity, reading books, lying in bed.","around, reading, bed.",1
@user I just thought it over here:.,@user I was just thinking that,1
"I'm craving rosti and crepes, user Marche.",@user Marche! I want rosti and crepes.,1
I'm in dire need of a personal assistant to keep fast food out of reach. Any suggestions?,feels sickly. i need a personal assistant to keep fast food away from me! any takers?,1
"My intention was to move into my apartment, but I'm displeased with the inconvenience of a bike ride and chocolate.",Should be moving in to my apartment but 14 mile bike ride and ice cream instead,1
"Wow, that's a lot of mileage for you!","@user Wow, thats quite the trip!",1
"To ensure that I was reading the correct game summary, I had to verify with @user...",@user i had to make sure I was looking at the right game summary...,1
A man of considerable size can tweet a melancholic message.,@user It takes a big man to type a sad tweet like that!,1
"I spent most of the day in my pajamas at home, but now I'm feeling better about myself.","Sooo, I spent most of my day sitting at home in front of the computer in my pajamas...I love these days.",1
"Depeche Mode's song ""Wrong"" is currently playing in my ears.",And I'm listening to &quot;Wrong&quot; by Depeche Mode.,1
"Hii, babe what are you up to this evening?",@user thank you babe  What are you doin this evening?,1
Check out some pictures from the groundup event on myspace!,some pics up from groundup event  check myspace!,1
It would be great if you could ask questions from the newsroom. LOL!,@user Cool. You should qik some stuff from the newsroom sometime. LOL.,1
It's like watching an episode of TV Wine Library with @user.,@user sounds like an episode of TV Wine Library with @user,1
"If you get too stoned and eat it, that's cool, thanks, @mmm.","@user mmm thanks, if u get too stoned and eat it thats cool",1
Lynn Viehl's Evermore to read.,reading Evermore by Lynn Viehl.,1
I'm interested in installing apps on my iPhone.,downloading apps for my iphone,1
I was anticipating a reply from @user Jars.,@user Jars was gonna be my answer,1
"Thanks for adding me, @user ok.",@user Oh ok  thnks tho for adding me,1
"I hope you have a good time tonight, @user.",@user hope you have fun tonight,1
Learning how to use a remarkable Twitter account by adding names to it!,Adding names to my Twitter account and learning how to use this amazing thing!,1
Good evening everyone! My show is about Disturbed: Just Stop!,ending my show with Disturbed: Just Stop! holla at y'all sunday night!,1
My French paper has an A on it.,A- on my french paper.,1
"A recent quasi-sequel has been created, but it's not as impressive in terms of art.",@user  There's also a fairly recent (w/in past 10 years) quasi-sequel. Plot not as good but v. pretty in terms of art.,1
Thank you for sharing with your friends!,@user @user @user @user @user @user @user @user Thanks for sharing with your friends!,1
"Whenever I tried to sell my computer and switch back to my mac, the outcome was always the same as @user's experience.",@user been there done that. It always ended up with me selling the machine and going back to my mac,1
The mall is where you'll find it.,at thee mall,1
Please don't hesitate to contact @user at any point.,@user anytime. I aim to please.,1
It's time to empty my bladder of fluids.,Time to rinse out my conditoner,1
I had to take a picture of http - speed lessons on the main screens in center court.,http - Speed lessons on the main screens on center court! I had to take this pic,1
"If you were in the same vicinity as me, I would be there to assist you #MMOT.",@user if you were down the road from me you can bet i would be right there  #MMOT,1
@user goodnight,@user goodnight,1
The user is @user?,@user,1
You feel the same way about @user?,@user Same to you!,1
"What is the process for adding an image to your tweet? As a new user, I appreciate it.",@user How do you include an uploaded photo with your tweet??  I'm new...thanks,1
"If you're having trouble sleeping after hitting the keyboard, reach out to Monday for assistance. Thank you!","@user going to sleep, falling asleep at keyboard. Talk to Monday  take care! Hugs!",1
"I recently returned to Huntsville and visited the grave of Sam Houston, as well as a museum dedicated to his imprisonment and chocolate-dipped strawberries.","Just Returned from Huntsville. Saw Sam Houston's grave, went to a prison museum and ate chocolate dipped strawberries",1
What is the song that was sent to @user?,@user is the song?,1
"Sometimes, it's just worth letting things go for a bit before you try to get more out of life, I know.","@user I know... Sometimes it's just letting go of it all for a while that makes the difference, eh?",1
Happy mothers day! I'm going to crawl up in a ball and pretend that I don't exist.,happy mothers day! im gunna crawl up in a ball and act like i dont exist  lmfaoo,1
A mother and her son at Starbucks.,Starbucks with mother,1
"I've noticed that tenors tend to have more masculine parts, while altos typically have cooler parts.","@user I know... But altos usually have cooler parts than tenors. And I wouldn't say that tenor parts are too masculine, anyhow.",1
Then I will use wanda sykes.,@user i'll go for wanda sykes,1
"Despite working hard, the @user is still feeling relaxed and focused on their work.",@user doin fine relaxin at work... Hardly working,1
"I'm new to the retro rewind genre, can you suggest some tunes from Tommy Page or PM Dawn?",@user Hey  how about some Tommy Page or PM Dawn! I'm new to this whole retro rewind thing!,1
"The room is available, but I'm unsure if I can connect my second monitor. @user","@user I have a 2nd monitor I could use but not sure I'll be able to hook it up! Need to make sure I have the room, sure hope so!",1
Painting,painting,1
"The picture of @user had a label with his name, but I didn't add it when I uploaded it.",@user has a name label on his picture too.. i just hadnt added it in when i took this: http picture..,1
I'm glad you're understanding. @user_ok?,@user OK. good to know.,1
"To access the bridal registry of www.WhisperGifts.com, you must register for a free premium account through me.",@user www.WhisperGifts.com for bridal registry  dm me for a free premium account.,1
I am doing my best to help the X spammers who are on watchful.,"@user Well, I do what I can for the X spammers watchin'",1
"Jeez, are you a good user of @user?",@user good and you? jeje,1
